         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.6343207657
           0.3490658504            2.3771853327
           0.5235987756            4.7800191737
           0.6981317008            7.2253966141
           0.8726646260            9.0606210151
           1.0471975512            9.7605372694
           1.2217304764            9.1285820790
           1.3962634016            7.3511869379
           1.5707963268            4.9295335140
           1.7453292520            2.5031961985
           1.9198621772            0.7028331846
           2.0943951024            0.0014597779
           2.2689280276            0.5846174279
           2.4434609528            2.3096259703
           2.6179938780            4.7221426546
           2.7925268032            7.1795422591
           2.9670597284            9.0298396548
           3.1415926536            9.7588989575
           3.3161255788            9.1630181351
           3.4906585040            7.4086249983
           3.6651914292            4.9950607396
           3.8397243544            2.5708973378
           4.0142572796            0.7538912803
           4.1887902048            0.0058496136
           4.3633231300            0.5202611754
           4.5378560552            2.1880285700
           4.7123889804            4.5917498298
           4.8869219056            7.0988055130
           5.0614548308            9.0126636347
           5.2359877560            9.7596682289
           5.4105206812            9.1183452551
           5.5850536064            7.2871116139
           5.7595865316            4.8157837327
           5.9341194568            2.3880181451
           6.1086523820            0.6354759857
           6.2831853072            0.0000787649
