         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2000210811
           0.3490658504            0.7646532041
           0.5235987756            1.6396929245
           0.6981317008            2.7054647074
           0.8726646260            3.7493004392
           1.0471975512            4.5260545722
           1.2217304764            4.8069489257
           1.3962634016            4.7032600597
           1.5707963268            4.5391479400
           1.7453292520            4.4473709670
           1.9198621772            4.4360708156
           2.0943951024            4.4974733808
           2.2689280276            4.6201577383
           2.4434609528            4.7907049580
           2.6179938780            5.0055391094
           2.7925268032            5.2362522839
           2.9670597284            5.4273099087
           3.1415926536            5.5046623855
           3.3161255788            5.4471508111
           3.4906585040            5.2576606097
           3.6651914292            5.0102387542
           3.8397243544            4.7744321099
           4.0142572796            4.5922828061
           4.1887902048            4.4732610211
           4.3633231300            4.4287141651
           4.5378560552            4.4802606037
           4.7123889804            4.6176687643
           4.8869219056            4.7866616882
           5.0614548308            4.7456146235
           5.2359877560            4.3016662269
           5.4105206812            3.5064312002
           5.5850536064            2.5384881674
           5.7595865316            1.5586647479
           5.9341194568            0.7382039186
           6.1086523820            0.1969308678
           6.2831853072            0.0000052509
