Label,Rotational constant (cm-1),Unscaled frequencies (cm-1)
RJUFJBKOKNCXHH-UHFFFAOYSA,"0.32, 0.07, 0.06","56.1, 147.4, 173.3, 215.5, 227.0, 347.1, 454.7, 588.5, 669.3, 819.0, 883.1, 1011.8, 1061.2, 1116.5, 1127.9, 1188.7, 1218.8, 1259.7, 1286.7, 1400.6, 1425.6, 1469.2, 1487.6, 1497.3, 1499.5, 1508.2, 1511.0, 1850.5, 3077.3, 3081.6, 3083.3, 3109.8, 3154.4, 3155.0, 3156.1, 3190.8"
