         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4167639710
           0.3490658504            1.5628445437
           0.5235987756            3.1640345128
           0.6981317008            4.7718381161
           0.8726646260            5.9449954688
           1.0471975512            6.3086193227
           1.2217304764            5.7081097441
           1.3962634016            4.4417707759
           1.5707963268            3.1487330996
           1.7453292520            2.6297846741
           1.9198621772            3.4181120106
           2.0943951024            5.4429211309
           2.2689280276            7.8341056288
           2.4434609528           10.2948790006
           2.6179938780           12.8042503748
           2.7925268032           15.0474039397
           2.9670597284           16.5842481584
           3.1415926536           17.0419410466
           3.3161255788           16.1606605132
           3.4906585040           13.8863606434
           3.6651914292           10.5332822643
           3.8397243544            6.8601475759
           4.0142572796            3.6739407168
           4.1887902048            1.5663574625
           4.3633231300            0.7883955994
           4.5378560552            1.2534976484
           4.7123889804            2.5884199239
           4.8869219056            4.2602936002
           5.0614548308            5.6332541176
           5.2359877560            6.2175748641
           5.4105206812            5.8693495669
           5.5850536064            4.7267976660
           5.7595865316            3.1443878974
           5.9341194568            1.5652967606
           6.1086523820            0.4179769519
           6.2831853072            0.0000000000
