Label,Rotational constant (cm-1),Unscaled frequencies (cm-1)
TVFRQKHUZDMLDB-UHFFFAOYSA,"1.04, 0.15, 0.14","99.7, 241.4, 293.3, 303.9, 487.6, 569.2, 820.3, 884.1, 1073.1, 1121.3, 1185.8, 1233.5, 1309.2, 1314.9, 1402.1, 1434.5, 1491.1, 1494.0, 1506.9, 1529.2, 3029.8, 3068.2, 3076.6, 3143.2, 3152.4, 3154.6, 3288.0"
