         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5958125593
           0.3490658504            2.2931850903
           0.5235987756            2.9506050038
           0.6981317008            5.5503145771
           0.8726646260            8.6398452804
           1.0471975512           12.0502146919
           1.2217304764           15.5554539154
           1.3962634016           18.8063399635
           1.5707963268           21.3537180735
           1.7453292520           18.9340469021
           1.9198621772           14.1059285710
           2.0943951024            9.1399032345
           2.2689280276            4.9644867937
           2.4434609528            2.0402418084
           2.6179938780            0.4461433144
           2.7925268032            0.0002336695
           2.9670597284            0.3619671635
           3.1415926536            1.0567164340
           3.3161255788            0.8166065955
           3.4906585040            0.1686962424
           3.6651914292            0.0482383089
           3.8397243544            0.8699068681
           4.0142572796            2.9226539323
           4.1887902048            6.3216339255
           4.3633231300           10.8526638200
           4.5378560552           15.9020540281
           4.7123889804           20.3581206507
           4.8869219056           20.5682971654
           5.0614548308           17.7093667402
           5.2359877560           14.3250685422
           5.4105206812           10.8184273019
           5.5850536064            7.4978552365
           5.7595865316            4.5624702554
           5.9341194568            2.1814201868
           6.1086523820            0.5789043403
           6.2831853072            0.0000078765
