         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4119540553
           0.3490658504            1.5426597008
           0.5235987756            3.1036138846
           0.6981317008            4.6946878028
           0.8726646260            5.8633949332
           1.0471975512            6.2158420342
           1.2217304764            5.5840653778
           1.3962634016            4.1315207086
           1.5707963268            2.4121097319
           1.7453292520            1.1285028511
           1.9198621772            0.8225113446
           2.0943951024            1.8547344904
           2.2689280276            4.2693436982
           2.4434609528            7.7380989755
           2.6179938780           11.5351205003
           2.7925268032           14.7249242941
           2.9670597284           16.6020831789
           3.1415926536           17.0283199534
           3.3161255788           16.1891209317
           3.4906585040           14.4038807970
           3.6651914292           12.0932781406
           3.8397243544            9.6416572614
           4.0142572796            7.2855888240
           4.1887902048            4.9805679803
           4.3633231300            3.1839988137
           4.5378560552            2.6327619910
           4.7123889804            3.2921142724
           4.8869219056            4.6046016516
           5.0614548308            5.8029638030
           5.2359877560            6.3122976480
           5.4105206812            5.9063008519
           5.5850536064            4.7373574265
           5.7595865316            3.1472418157
           5.9341194568            1.5574412650
           6.1086523820            0.4150521451
           6.2831853072            0.0000577610
