         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.6012762246
           0.3490658504            2.2710915090
           0.5235987756            4.7379901719
           0.6981317008            7.7422735203
           0.8726646260           11.0859237295
           1.0471975512           14.5616497090
           1.2217304764           17.8900772699
           1.3962634016           20.6684048495
           1.5707963268           22.3404728128
           1.7453292520           15.9494653046
           1.9198621772           10.9275614545
           2.0943951024            6.3970855404
           2.2689280276            2.9759778345
           2.4434609528            0.8894432125
           2.6179938780            0.0494801703
           2.7925268032            0.1732882417
           2.9670597284            0.8364028644
           3.1415926536            1.0570078645
           3.3161255788            0.3651991538
           3.4906585040            0.0266855806
           3.6651914292            0.5212011044
           3.8397243544            2.1831398892
           4.0142572796            5.1636834679
           4.1887902048            9.3567852757
           4.3633231300           14.2902544141
           4.5378560552           19.0437875451
           4.7123889804           22.2497722947
           4.8869219056           18.8451684809
           5.0614548308           15.6340325006
           5.2359877560           12.1610659214
           5.4105206812            8.7525606148
           5.5850536064            5.6322905592
           5.7595865316            2.9858339609
           5.9341194568            1.0451983661
           6.1086523820            0.0883927037
           6.2831853072            0.3123005827
